panel,x,y,series
b,4.895572e-05,4.209782,ORF_0.5MHz
c,4.895572e-05,0.170711,ORF_0.5MHz
b,4.912281e-05,4.217653,ORF_0.5MHz
c,4.912281e-05,0.168857,ORF_0.5MHz
b,4.928989e-05,4.225519,ORF_0.5MHz
c,4.928989e-05,0.167004,ORF_0.5MHz
b,4.945698e-05,4.233379,ORF_0.5MHz
c,4.945698e-05,0.165153,ORF_0.5MHz
b,4.962406e-05,4.241230,ORF_0.5MHz
c,4.962406e-05,0.163303,ORF_0.5MHz
b,4.979114e-05,4.249072,ORF_0.5MHz
c,4.979114e-05,0.161456,ORF_0.5MHz
b,4.995823e-05,4.256901,ORF_0.5MHz
c,4.995823e-05,0.159630,ORF_0.5MHz
b,5.012531e-05,4.264717,ORF_0.5MHz
c,5.012531e-05,0.157913,ORF_0.5MHz
b,5.029240e-05,4.272516,ORF_0.5MHz
c,5.029240e-05,0.156199,ORF_0.5MHz
b,5.045948e-05,4.280298,ORF_0.5MHz
c,5.045948e-05,0.154489,ORF_0.5MHz
b,5.062657e-05,4.288061,ORF_0.5MHz
c,5.062657e-05,0.152783,ORF_0.5MHz
b,5.079365e-05,4.295803,ORF_0.5MHz
c,5.079365e-05,0.151083,ORF_0.5MHz
b,5.096074e-05,4.303521,ORF_0.5MHz
c,5.096074e-05,0.149387,ORF_0.5MHz
b,5.112782e-05,4.311215,ORF_0.5MHz
c,5.112782e-05,0.147778,ORF_0.5MHz
b,5.129490e-05,4.318882,ORF_0.5MHz
c,5.129490e-05,0.146207,ORF_0.5MHz
b,5.146199e-05,4.326521,ORF_0.5MHz
c,5.146199e-05,0.144642,ORF_0.5MHz
b,5.162907e-05,4.334129,ORF_0.5MHz
c,5.162907e-05,0.143083,ORF_0.5MHz
b,5.179616e-05,4.341706,ORF_0.5MHz
c,5.179616e-05,0.141531,ORF_0.5MHz
b,5.196324e-05,4.349249,ORF_0.5MHz
c,5.196324e-05,0.139985,ORF_0.5MHz
b,5.213033e-05,4.356758,ORF_0.5MHz
c,5.213033e-05,0.138462,ORF_0.5MHz
b,5.229741e-05,4.364229,ORF_0.5MHz
c,5.229741e-05,0.137035,ORF_0.5MHz
b,5.246449e-05,4.371662,ORF_0.5MHz
c,5.246449e-05,0.135616,ORF_0.5MHz
b,5.263158e-05,4.379054,ORF_0.5MHz
c,5.263158e-05,0.134204,ORF_0.5MHz
b,5.279866e-05,4.386405,ORF_0.5MHz
c,5.279866e-05,0.132800,ORF_0.5MHz
b,5.296575e-05,4.393712,ORF_0.5MHz
c,5.296575e-05,0.131404,ORF_0.5MHz
b,5.313283e-05,4.400974,ORF_0.5MHz
c,5.313283e-05,0.130017,ORF_0.5MHz
b,5.329992e-05,4.408190,ORF_0.5MHz
c,5.329992e-05,0.128673,ORF_0.5MHz
b,5.346700e-05,4.415358,ORF_0.5MHz
c,5.346700e-05,0.127397,ORF_0.5MHz
b,5.363409e-05,4.422476,ORF_0.5MHz
c,5.363409e-05,0.126130,ORF_0.5MHz
b,5.380117e-05,4.429542,ORF_0.5MHz
c,5.380117e-05,0.124872,ORF_0.5MHz
b,5.396825e-05,4.436556,ORF_0.5MHz
c,5.396825e-05,0.123624,ORF_0.5MHz
b,5.413534e-05,4.443516,ORF_0.5MHz
c,5.413534e-05,0.122385,ORF_0.5MHz
b,5.430242e-05,4.450420,ORF_0.5MHz
c,5.430242e-05,0.121156,ORF_0.5MHz
b,5.446951e-05,4.457267,ORF_0.5MHz
c,5.446951e-05,0.119958,ORF_0.5MHz
b,5.463659e-05,4.464056,ORF_0.5MHz
c,5.463659e-05,0.118832,ORF_0.5MHz
b,5.480368e-05,4.470784,ORF_0.5MHz
c,5.480368e-05,0.117716,ORF_0.5MHz
b,5.497076e-05,4.477452,ORF_0.5MHz
c,5.497076e-05,0.116611,ORF_0.5MHz
b,5.513784e-05,4.484056,ORF_0.5MHz
c,5.513784e-05,0.115515,ORF_0.5MHz
b,5.530493e-05,4.490597,ORF_0.5MHz
c,5.530493e-05,0.114430,ORF_0.5MHz
b,5.547201e-05,4.497072,ORF_0.5MHz
c,5.547201e-05,0.113357,ORF_0.5MHz
b,5.563910e-05,4.503480,ORF_0.5MHz
c,5.563910e-05,0.112294,ORF_0.5MHz
b,5.580618e-05,4.509820,ORF_0.5MHz
c,5.580618e-05,0.111291,ORF_0.5MHz
b,5.597327e-05,4.516091,ORF_0.5MHz
c,5.597327e-05,0.110323,ORF_0.5MHz
b,5.614035e-05,4.522292,ORF_0.5MHz
c,5.614035e-05,0.109365,ORF_0.5MHz
b,5.630744e-05,4.528420,ORF_0.5MHz
c,5.630744e-05,0.108418,ORF_0.5MHz
b,5.647452e-05,4.534476,ORF_0.5MHz
c,5.647452e-05,0.107482,ORF_0.5MHz
b,5.664160e-05,4.540457,ORF_0.5MHz
c,5.664160e-05,0.106558,ORF_0.5MHz
b,5.680869e-05,4.546363,ORF_0.5MHz
c,5.680869e-05,0.105646,ORF_0.5MHz
b,5.697577e-05,4.552192,ORF_0.5MHz
c,5.697577e-05,0.104745,ORF_0.5MHz
b,5.714286e-05,4.557943,ORF_0.5MHz
c,5.714286e-05,0.103883,ORF_0.5MHz
b,5.730994e-05,4.563616,ORF_0.5MHz
c,5.730994e-05,0.103067,ORF_0.5MHz
b,5.747703e-05,4.569208,ORF_0.5MHz
c,5.747703e-05,0.102262,ORF_0.5MHz
b,5.764411e-05,4.574720,ORF_0.5MHz
c,5.764411e-05,0.101469,ORF_0.5MHz
b,5.781119e-05,4.580149,ORF_0.5MHz
c,5.781119e-05,0.100688,ORF_0.5MHz
b,5.797828e-05,4.585495,ORF_0.5MHz
c,5.797828e-05,0.099919,ORF_0.5MHz
b,5.814536e-05,4.590757,ORF_0.5MHz
c,5.814536e-05,0.099162,ORF_0.5MHz
b,5.831245e-05,4.595933,ORF_0.5MHz
c,5.831245e-05,0.098417,ORF_0.5MHz
b,5.847953e-05,4.601024,ORF_0.5MHz
c,5.847953e-05,0.097685,ORF_0.5MHz
b,5.864662e-05,4.606027,ORF_0.5MHz
c,5.864662e-05,0.096971,ORF_0.5MHz
b,5.881370e-05,4.610942,ORF_0.5MHz
c,5.881370e-05,0.096313,ORF_0.5MHz
b,5.898079e-05,4.615767,ORF_0.5MHz
c,5.898079e-05,0.095666,ORF_0.5MHz
b,5.914787e-05,4.620503,ORF_0.5MHz
c,5.914787e-05,0.095032,ORF_0.5MHz
b,5.931495e-05,4.625148,ORF_0.5MHz
c,5.931495e-05,0.094409,ORF_0.5MHz
b,5.948204e-05,4.629701,ORF_0.5MHz
c,5.948204e-05,0.093799,ORF_0.5MHz
b,5.964912e-05,4.634161,ORF_0.5MHz
c,5.964912e-05,0.093202,ORF_0.5MHz
b,5.981621e-05,4.638528,ORF_0.5MHz
c,5.981621e-05,0.092617,ORF_0.5MHz
b,5.998329e-05,4.642801,ORF_0.5MHz
c,5.998329e-05,0.092044,ORF_0.5MHz
b,6.015038e-05,4.646978,ORF_0.5MHz
c,6.015038e-05,0.091485,ORF_0.5MHz
b,6.031746e-05,4.651059,ORF_0.5MHz
c,6.031746e-05,0.090938,ORF_0.5MHz
b,6.048454e-05,4.655044,ORF_0.5MHz
c,6.048454e-05,0.090404,ORF_0.5MHz
b,6.065163e-05,4.658932,ORF_0.5MHz
c,6.065163e-05,0.089916,ORF_0.5MHz
b,6.081871e-05,4.662721,ORF_0.5MHz
c,6.081871e-05,0.089444,ORF_0.5MHz
b,6.098580e-05,4.666412,ORF_0.5MHz
c,6.098580e-05,0.088984,ORF_0.5MHz
b,6.115288e-05,4.670003,ORF_0.5MHz
c,6.115288e-05,0.088536,ORF_0.5MHz
b,6.131997e-05,4.673494,ORF_0.5MHz
c,6.131997e-05,0.088100,ORF_0.5MHz
b,6.148705e-05,4.676884,ORF_0.5MHz
c,6.148705e-05,0.087677,ORF_0.5MHz
b,6.165414e-05,4.680172,ORF_0.5MHz
c,6.165414e-05,0.087267,ORF_0.5MHz
b,6.182122e-05,4.683359,ORF_0.5MHz
c,6.182122e-05,0.086870,ORF_0.5MHz
b,6.198830e-05,4.686443,ORF_0.5MHz
c,6.198830e-05,0.086485,ORF_0.5MHz
b,6.215539e-05,4.689424,ORF_0.5MHz
c,6.215539e-05,0.086113,ORF_0.5MHz
b,6.232247e-05,4.692301,ORF_0.5MHz
c,6.232247e-05,0.085754,ORF_0.5MHz
b,6.248956e-05,4.695074,ORF_0.5MHz
c,6.248956e-05,0.085409,ORF_0.5MHz
b,6.265664e-05,4.697742,ORF_0.5MHz
c,6.265664e-05,0.085076,ORF_0.5MHz
b,6.282373e-05,4.700306,ORF_0.5MHz
c,6.282373e-05,0.084756,ORF_0.5MHz
b,6.299081e-05,4.702763,ORF_0.5MHz
c,6.299081e-05,0.084450,ORF_0.5MHz
b,6.315789e-05,4.705114,ORF_0.5MHz
c,6.315789e-05,0.084156,ORF_0.5MHz
b,6.332498e-05,4.707359,ORF_0.5MHz
c,6.332498e-05,0.083894,ORF_0.5MHz
b,6.349206e-05,4.709497,ORF_0.5MHz
c,6.349206e-05,0.083646,ORF_0.5MHz
b,6.365915e-05,4.711527,ORF_0.5MHz
c,6.365915e-05,0.083410,ORF_0.5MHz
b,6.382623e-05,4.713450,ORF_0.5MHz
c,6.382623e-05,0.083187,ORF_0.5MHz
b,6.399332e-05,4.715265,ORF_0.5MHz
c,6.399332e-05,0.082976,ORF_0.5MHz
b,6.416040e-05,4.716971,ORF_0.5MHz
c,6.416040e-05,0.082778,ORF_0.5MHz
b,6.432749e-05,4.718569,ORF_0.5MHz
c,6.432749e-05,0.082593,ORF_0.5MHz
b,6.449457e-05,4.720058,ORF_0.5MHz
c,6.449457e-05,0.082420,ORF_0.5MHz
b,6.466165e-05,4.721437,ORF_0.5MHz
c,6.466165e-05,0.082260,ORF_0.5MHz
b,6.482874e-05,4.722708,ORF_0.5MHz
c,6.482874e-05,0.082112,ORF_0.5MHz
b,6.499582e-05,4.723868,ORF_0.5MHz
c,6.499582e-05,0.081977,ORF_0.5MHz
b,6.516291e-05,4.724919,ORF_0.5MHz
c,6.516291e-05,0.081855,ORF_0.5MHz
b,6.532999e-05,4.725859,ORF_0.5MHz
c,6.532999e-05,0.081746,ORF_0.5MHz
b,6.549708e-05,4.726689,ORF_0.5MHz
c,6.549708e-05,0.081650,ORF_0.5MHz
b,6.566416e-05,4.727409,ORF_0.5MHz
c,6.566416e-05,0.081566,ORF_0.5MHz
b,6.583124e-05,4.728018,ORF_0.5MHz
c,6.583124e-05,0.081495,ORF_0.5MHz
b,6.599833e-05,4.728517,ORF_0.5MHz
c,6.599833e-05,0.081438,ORF_0.5MHz
b,6.616541e-05,4.728905,ORF_0.5MHz
c,6.616541e-05,0.081393,ORF_0.5MHz
b,6.633250e-05,4.729182,ORF_0.5MHz
c,6.633250e-05,0.081360,ORF_0.5MHz
b,6.649958e-05,4.729348,ORF_0.5MHz
c,6.649958e-05,0.081341,ORF_0.5MHz
b,6.666667e-05,4.729404,ORF_0.5MHz
c,6.666667e-05,0.081335,ORF_0.5MHz
b,0.000000e+00,5.729404,ORF_1.5MHz
c,0.000000e+00,0.019840,ORF_1.5MHz
b,1.670844e-07,5.729267,ORF_1.5MHz
c,1.670844e-07,0.019843,ORF_1.5MHz
b,3.341688e-07,5.728855,ORF_1.5MHz
c,3.341688e-07,0.019855,ORF_1.5MHz
b,5.012531e-07,5.728168,ORF_1.5MHz
c,5.012531e-07,0.019873,ORF_1.5MHz
b,6.683375e-07,5.727207,ORF_1.5MHz
c,6.683375e-07,0.019900,ORF_1.5MHz
b,8.354219e-07,5.725972,ORF_1.5MHz
c,8.354219e-07,0.019934,ORF_1.5MHz
b,1.002506e-06,5.724463,ORF_1.5MHz
c,1.002506e-06,0.019975,ORF_1.5MHz
b,1.169591e-06,5.722679,ORF_1.5MHz
c,1.169591e-06,0.020024,ORF_1.5MHz
b,1.336675e-06,5.720622,ORF_1.5MHz
c,1.336675e-06,0.020080,ORF_1.5MHz
b,1.503759e-06,5.718291,ORF_1.5MHz
c,1.503759e-06,0.020144,ORF_1.5MHz
b,1.670844e-06,5.715687,ORF_1.5MHz
c,1.670844e-06,0.020215,ORF_1.5MHz
b,1.837928e-06,5.712809,ORF_1.5MHz
c,1.837928e-06,0.020294,ORF_1.5MHz
b,2.005013e-06,5.709659,ORF_1.5MHz
c,2.005013e-06,0.020380,ORF_1.5MHz
b,2.172097e-06,5.706236,ORF_1.5MHz
c,2.172097e-06,0.020474,ORF_1.5MHz
b,2.339181e-06,5.702540,ORF_1.5MHz
c,2.339181e-06,0.020578,ORF_1.5MHz
b,2.506266e-06,5.698574,ORF_1.5MHz
c,2.506266e-06,0.020695,ORF_1.5MHz
b,2.673350e-06,5.694335,ORF_1.5MHz
c,2.673350e-06,0.020819,ORF_1.5MHz
b,2.840434e-06,5.689826,ORF_1.5MHz
c,2.840434e-06,0.020952,ORF_1.5MHz
b,3.007519e-06,5.685047,ORF_1.5MHz
c,3.007519e-06,0.021093,ORF_1.5MHz
b,3.174603e-06,5.679997,ORF_1.5MHz
c,3.174603e-06,0.021241,ORF_1.5MHz
b,3.341688e-06,5.674678,ORF_1.5MHz
c,3.341688e-06,0.021397,ORF_1.5MHz
b,3.508772e-06,5.669090,ORF_1.5MHz
c,3.508772e-06,0.021562,ORF_1.5MHz
b,3.675856e-06,5.663234,ORF_1.5MHz
c,3.675856e-06,0.021734,ORF_1.5MHz
b,3.842941e-06,5.657111,ORF_1.5MHz
c,3.842941e-06,0.021914,ORF_1.5MHz
b,4.010025e-06,5.650720,ORF_1.5MHz
c,4.010025e-06,0.022110,ORF_1.5MHz
b,4.177109e-06,5.644063,ORF_1.5MHz
c,4.177109e-06,0.022320,ORF_1.5MHz
b,4.344194e-06,5.637141,ORF_1.5MHz
c,4.344194e-06,0.022539,ORF_1.5MHz
b,4.511278e-06,5.629954,ORF_1.5MHz
c,4.511278e-06,0.022766,ORF_1.5MHz
b,4.678363e-06,5.622502,ORF_1.5MHz
c,4.678363e-06,0.023002,ORF_1.5MHz
b,4.845447e-06,5.614788,ORF_1.5MHz
c,4.845447e-06,0.023245,ORF_1.5MHz
b,5.012531e-06,5.606811,ORF_1.5MHz
c,5.012531e-06,0.023497,ORF_1.5MHz
b,5.179616e-06,5.598572,ORF_1.5MHz
c,5.179616e-06,0.023772,ORF_1.5MHz
b,5.346700e-06,5.590073,ORF_1.5MHz
c,5.346700e-06,0.024060,ORF_1.5MHz
b,5.513784e-06,5.581314,ORF_1.5MHz
c,5.513784e-06,0.024358,ORF_1.5MHz
b,5.680869e-06,5.572296,ORF_1.5MHz
c,5.680869e-06,0.024664,ORF_1.5MHz
b,5.847953e-06,5.563020,ORF_1.5MHz
c,5.847953e-06,0.024979,ORF_1.5MHz
b,6.015038e-06,5.553487,ORF_1.5MHz
c,6.015038e-06,0.025305,ORF_1.5MHz
b,6.182122e-06,5.543699,ORF_1.5MHz
c,6.182122e-06,0.025663,ORF_1.5MHz
b,6.349206e-06,5.533656,ORF_1.5MHz
c,6.349206e-06,0.026030,ORF_1.5MHz
b,6.516291e-06,5.523359,ORF_1.5MHz
c,6.516291e-06,0.026406,ORF_1.5MHz
b,6.683375e-06,5.512810,ORF_1.5MHz
c,6.683375e-06,0.026791,ORF_1.5MHz
b,6.850459e-06,5.502010,ORF_1.5MHz
c,6.850459e-06,0.027192,ORF_1.5MHz
b,7.017544e-06,5.490960,ORF_1.5MHz
c,7.017544e-06,0.027626,ORF_1.5MHz
b,7.184628e-06,5.479660,ORF_1.5MHz
c,7.184628e-06,0.028069,ORF_1.5MHz
b,7.351713e-06,5.468114,ORF_1.5MHz
c,7.351713e-06,0.028522,ORF_1.5MHz
b,7.518797e-06,5.456321,ORF_1.5MHz
c,7.518797e-06,0.028985,ORF_1.5MHz
b,7.685881e-06,5.444283,ORF_1.5MHz
c,7.685881e-06,0.029488,ORF_1.5MHz
b,7.852966e-06,5.432001,ORF_1.5MHz
c,7.852966e-06,0.030006,ORF_1.5MHz
b,8.020050e-06,5.419477,ORF_1.5MHz
c,8.020050e-06,0.030535,ORF_1.5MHz
b,8.187135e-06,5.406713,ORF_1.5MHz
c,8.187135e-06,0.031073,ORF_1.5MHz
b,8.354219e-06,5.393709,ORF_1.5MHz
c,8.354219e-06,0.031657,ORF_1.5MHz
b,8.521303e-06,5.380468,ORF_1.5MHz
c,8.521303e-06,0.032257,ORF_1.5MHz
b,8.688388e-06,5.366990,ORF_1.5MHz
c,8.688388e-06,0.032869,ORF_1.5MHz
b,8.855472e-06,5.353278,ORF_1.5MHz
c,8.855472e-06,0.033496,ORF_1.5MHz
b,9.022556e-06,5.339332,ORF_1.5MHz
c,9.022556e-06,0.034176,ORF_1.5MHz
b,9.189641e-06,5.325155,ORF_1.5MHz
c,9.189641e-06,0.034867,ORF_1.5MHz
b,9.356725e-06,5.310749,ORF_1.5MHz
c,9.356725e-06,0.035570,ORF_1.5MHz
b,9.523810e-06,5.296114,ORF_1.5MHz
c,9.523810e-06,0.036315,ORF_1.5MHz
b,9.690894e-06,5.281254,ORF_1.5MHz
c,9.690894e-06,0.037095,ORF_1.5MHz
b,9.857978e-06,5.266168,ORF_1.5MHz
c,9.857978e-06,0.037886,ORF_1.5MHz
b,1.002506e-05,5.250860,ORF_1.5MHz
c,1.002506e-05,0.038704,ORF_1.5MHz
b,1.019215e-05,5.235331,ORF_1.5MHz
c,1.019215e-05,0.039579,ORF_1.5MHz
b,1.035923e-05,5.219584,ORF_1.5MHz
c,1.035923e-05,0.040467,ORF_1.5MHz
b,1.052632e-05,5.203619,ORF_1.5MHz
c,1.052632e-05,0.041372,ORF_1.5MHz
b,1.069340e-05,5.187439,ORF_1.5MHz
c,1.069340e-05,0.042353,ORF_1.5MHz
b,1.086048e-05,5.171047,ORF_1.5MHz
c,1.086048e-05,0.043347,ORF_1.5MHz
b,1.102757e-05,5.154443,ORF_1.5MHz
c,1.102757e-05,0.044355,ORF_1.5MHz
b,1.119465e-05,5.137631,ORF_1.5MHz
c,1.119465e-05,0.045451,ORF_1.5MHz
b,1.136174e-05,5.120611,ORF_1.5MHz
c,1.136174e-05,0.046560,ORF_1.5MHz
b,1.152882e-05,5.103388,ORF_1.5MHz
c,1.152882e-05,0.047690,ORF_1.5MHz
b,1.169591e-05,5.085962,ORF_1.5MHz
c,1.169591e-05,0.048912,ORF_1.5MHz
b,1.186299e-05,5.068336,ORF_1.5MHz
c,1.186299e-05,0.050147,ORF_1.5MHz
b,1.203008e-05,5.050512,ORF_1.5MHz
c,1.203008e-05,0.051419,ORF_1.5MHz
b,1.219716e-05,5.032493,ORF_1.5MHz
c,1.219716e-05,0.052776,ORF_1.5MHz
b,1.236424e-05,5.014280,ORF_1.5MHz
c,1.236424e-05,0.054148,ORF_1.5MHz
b,1.253133e-05,4.995878,ORF_1.5MHz
c,1.253133e-05,0.055586,ORF_1.5MHz
b,1.269841e-05,4.977287,ORF_1.5MHz
c,1.269841e-05,0.057092,ORF_1.5MHz
b,1.286550e-05,4.958510,ORF_1.5MHz
c,1.286550e-05,0.058612,ORF_1.5MHz
b,1.303258e-05,4.939550,ORF_1.5MHz
c,1.303258e-05,0.060242,ORF_1.5MHz
b,1.319967e-05,4.920410,ORF_1.5MHz
c,1.319967e-05,0.061908,ORF_1.5MHz
b,1.336675e-05,4.901092,ORF_1.5MHz
c,1.336675e-05,0.063615,ORF_1.5MHz
b,1.353383e-05,4.881599,ORF_1.5MHz
c,1.353383e-05,0.065439,ORF_1.5MHz
b,1.370092e-05,4.861934,ORF_1.5MHz
c,1.370092e-05,0.067279,ORF_1.5MHz
b,1.386800e-05,4.842099,ORF_1.5MHz
c,1.386800e-05,0.069226,ORF_1.5MHz
b,1.403509e-05,4.822098,ORF_1.5MHz
c,1.403509e-05,0.071237,ORF_1.5MHz
b,1.420217e-05,4.801933,ORF_1.5MHz
c,1.420217e-05,0.073290,ORF_1.5MHz
b,1.436926e-05,4.781607,ORF_1.5MHz
c,1.436926e-05,0.075486,ORF_1.5MHz
b,1.453634e-05,4.761123,ORF_1.5MHz
c,1.453634e-05,0.077699,ORF_1.5MHz
b,1.470343e-05,4.740485,ORF_1.5MHz
c,1.470343e-05,0.080048,ORF_1.5MHz
b,1.487051e-05,4.719695,ORF_1.5MHz
c,1.487051e-05,0.082462,ORF_1.5MHz
b,1.503759e-05,4.698757,ORF_1.5MHz
c,1.503759e-05,0.084949,ORF_1.5MHz
b,1.520468e-05,4.677673,ORF_1.5MHz
c,1.520468e-05,0.087579,ORF_1.5MHz
b,1.537176e-05,4.656448,ORF_1.5MHz
c,1.537176e-05,0.090226,ORF_1.5MHz
b,1.553885e-05,4.635084,ORF_1.5MHz
c,1.553885e-05,0.093078,ORF_1.5MHz
b,1.570593e-05,4.613585,ORF_1.5MHz
c,1.570593e-05,0.095959,ORF_1.5MHz
b,1.587302e-05,4.591955,ORF_1.5MHz
c,1.587302e-05,0.098990,ORF_1.5MHz
b,1.604010e-05,4.570196,ORF_1.5MHz
c,1.604010e-05,0.102120,ORF_1.5MHz
b,1.620718e-05,4.548313,ORF_1.5MHz
c,1.620718e-05,0.105345,ORF_1.5MHz
b,1.637427e-05,4.526309,ORF_1.5MHz
c,1.637427e-05,0.108744,ORF_1.5MHz
b,1.654135e-05,4.504188,ORF_1.5MHz
c,1.654135e-05,0.112176,ORF_1.5MHz
b,1.670844e-05,4.481953,ORF_1.5MHz
c,1.670844e-05,0.115864,ORF_1.5MHz
b,1.687552e-05,4.459609,ORF_1.5MHz
c,1.687552e-05,0.119570,ORF_1.5MHz
b,1.704261e-05,4.437160,ORF_1.5MHz
c,1.704261e-05,0.123516,ORF_1.5MHz
b,1.720969e-05,4.414609,ORF_1.5MHz
c,1.720969e-05,0.127530,ORF_1.5MHz
b,1.737678e-05,4.391961,ORF_1.5MHz
c,1.737678e-05,0.131739,ORF_1.5MHz
b,1.754386e-05,4.369219,ORF_1.5MHz
c,1.754386e-05,0.136082,ORF_1.5MHz
b,1.771094e-05,4.346388,ORF_1.5MHz
c,1.771094e-05,0.140572,ORF_1.5MHz
b,1.787803e-05,4.323472,ORF_1.5MHz
c,1.787803e-05,0.145267,ORF_1.5MHz
b,1.804511e-05,4.300476,ORF_1.5MHz
c,1.804511e-05,0.150056,ORF_1.5MHz
b,1.821220e-05,4.277404,ORF_1.5MHz
c,1.821220e-05,0.155125,ORF_1.5MHz
b,1.837928e-05,4.254260,ORF_1.5MHz
c,1.837928e-05,0.160234,ORF_1.5MHz
b,1.854637e-05,4.231050,ORF_1.5MHz
c,1.854637e-05,0.165701,ORF_1.5MHz
b,1.871345e-05,4.207778,ORF_1.5MHz
c,1.871345e-05,0.171184,ORF_1.5MHz
b,1.888053e-05,4.184448,ORF_1.5MHz
c,1.888053e-05,0.177040,ORF_1.5MHz
b,1.904762e-05,4.161065,ORF_1.5MHz
c,1.904762e-05,0.182944,ORF_1.5MHz
b,1.921470e-05,4.137635,ORF_1.5MHz
c,1.921470e-05,0.189187,ORF_1.5MHz
b,1.938179e-05,4.114163,ORF_1.5MHz
c,1.938179e-05,0.195536,ORF_1.5MHz
b,1.954887e-05,4.090653,ORF_1.5MHz
c,1.954887e-05,0.202189,ORF_1.5MHz
b,1.971596e-05,4.067111,ORF_1.5MHz
c,1.971596e-05,0.209009,ORF_1.5MHz
b,1.988304e-05,4.043543,ORF_1.5MHz
c,1.988304e-05,0.216090,ORF_1.5MHz
b,2.005013e-05,4.019953,ORF_1.5MHz
c,2.005013e-05,0.223407,ORF_1.5MHz
b,2.021721e-05,3.996347,ORF_1.5MHz
c,2.021721e-05,0.230939,ORF_1.5MHz
b,2.038429e-05,3.972731,ORF_1.5MHz
c,2.038429e-05,0.238778,ORF_1.5MHz
b,2.055138e-05,3.949110,ORF_1.5MHz
c,2.055138e-05,0.246779,ORF_1.5MHz
b,2.071846e-05,3.925491,ORF_1.5MHz
c,2.071846e-05,0.255166,ORF_1.5MHz
b,2.088555e-05,3.901879,ORF_1.5MHz
c,2.088555e-05,0.263654,ORF_1.5MHz
b,2.105263e-05,3.878281,ORF_1.5MHz
c,2.105263e-05,0.272613,ORF_1.5MHz
b,2.121972e-05,3.854701,ORF_1.5MHz
c,2.121972e-05,0.281604,ORF_1.5MHz
b,2.138680e-05,3.831148,ORF_1.5MHz
c,2.138680e-05,0.291161,ORF_1.5MHz
b,2.155388e-05,3.807627,ORF_1.5MHz
c,2.155388e-05,0.300706,ORF_1.5MHz
b,2.172097e-05,3.784144,ORF_1.5MHz
c,2.172097e-05,0.310846,ORF_1.5MHz
b,2.188805e-05,3.760706,ORF_1.5MHz
c,2.188805e-05,0.321005,ORF_1.5MHz
b,2.205514e-05,3.737321,ORF_1.5MHz
c,2.205514e-05,0.331698,ORF_1.5MHz
b,2.222222e-05,3.713994,ORF_1.5MHz
c,2.222222e-05,0.342495,ORF_1.5MHz
b,2.238931e-05,3.690733,ORF_1.5MHz
c,2.238931e-05,0.353744,ORF_1.5MHz
b,2.255639e-05,3.667544,ORF_1.5MHz
c,2.255639e-05,0.365197,ORF_1.5MHz
b,2.272348e-05,3.644436,ORF_1.5MHz
c,2.272348e-05,0.377003,ORF_1.5MHz
b,2.289056e-05,3.621415,ORF_1.5MHz
c,2.289056e-05,0.389130,ORF_1.5MHz
b,2.305764e-05,3.598488,ORF_1.5MHz
c,2.305764e-05,0.401482,ORF_1.5MHz
b,2.322473e-05,3.575664,ORF_1.5MHz
c,2.322473e-05,0.414298,ORF_1.5MHz
b,2.339181e-05,3.552950,ORF_1.5MHz
c,2.339181e-05,0.427181,ORF_1.5MHz
b,2.355890e-05,3.530353,ORF_1.5MHz
c,2.355890e-05,0.440698,ORF_1.5MHz
b,2.372598e-05,3.507882,ORF_1.5MHz
c,2.372598e-05,0.454140,ORF_1.5MHz
b,2.389307e-05,3.485545,ORF_1.5MHz
c,2.389307e-05,0.468311,ORF_1.5MHz
b,2.406015e-05,3.463350,ORF_1.5MHz
c,2.406015e-05,0.482446,ORF_1.5MHz
b,2.422723e-05,3.441305,ORF_1.5MHz
c,2.422723e-05,0.497106,ORF_1.5MHz
b,2.439432e-05,3.419419,ORF_1.5MHz
c,2.439432e-05,0.511936,ORF_1.5MHz
b,2.456140e-05,3.397700,ORF_1.5MHz
c,2.456140e-05,0.527033,ORF_1.5MHz
b,2.472849e-05,3.376157,ORF_1.5MHz
c,2.472849e-05,0.542552,ORF_1.5MHz
b,2.489557e-05,3.354798,ORF_1.5MHz
c,2.489557e-05,0.558022,ORF_1.5MHz
b,2.506266e-05,3.333633,ORF_1.5MHz
c,2.506266e-05,0.574222,ORF_1.5MHz
b,2.522974e-05,3.312671,ORF_1.5MHz
c,2.522974e-05,0.590266,ORF_1.5MHz
b,2.539683e-05,3.291920,ORF_1.5MHz
c,2.539683e-05,0.606847,ORF_1.5MHz
b,2.556391e-05,3.271391,ORF_1.5MHz
c,2.556391e-05,0.623530,ORF_1.5MHz
b,2.573099e-05,3.251091,ORF_1.5MHz
c,2.573099e-05,0.640306,ORF_1.5MHz
b,2.589808e-05,3.231031,ORF_1.5MHz
c,2.589808e-05,0.657599,ORF_1.5MHz
b,2.606516e-05,3.211220,ORF_1.5MHz
c,2.606516e-05,0.674678,ORF_1.5MHz
b,2.623225e-05,3.191668,ORF_1.5MHz
c,2.623225e-05,0.692317,ORF_1.5MHz
b,2.639933e-05,3.172385,ORF_1.5MHz
c,2.639933e-05,0.709940,ORF_1.5MHz
b,2.656642e-05,3.153379,ORF_1.5MHz
c,2.656642e-05,0.727496,ORF_1.5MHz
b,2.673350e-05,3.134662,ORF_1.5MHz
c,2.673350e-05,0.745614,ORF_1.5MHz
b,2.690058e-05,3.116242,ORF_1.5MHz
c,2.690058e-05,0.763444,ORF_1.5MHz
